Dist Name,State Name,highest_column
Durg,Chhattisgarh,BARLEY Y/A
Durg,Chhattisgarh,GROUNDNUT Y/A
Durg,Chhattisgarh,GROUNDNUT Y/A
Durg,Chhattisgarh,GROUNDNUT Y/A
Durg,Chhattisgarh,BARLEY Y/A
Durg,Chhattisgarh,GROUNDNUT Y/A
Durg,Chhattisgarh,BARLEY Y/A
Durg,Chhattisgarh,SUGARCANE Y/A
Durg,Chhattisgarh,BARLEY Y/A
Durg,Chhattisgarh,KHARIF SORGHUM Y/A
Durg,Chhattisgarh,GROUNDNUT Y/A
Durg,Chhattisgarh,SUGARCANE Y/A
Durg,Chhattisgarh,SUGARCANE Y/A
Durg,Chhattisgarh,GROUNDNUT Y/A
Durg,Chhattisgarh,GROUNDNUT Y/A
Durg,Chhattisgarh,GROUNDNUT Y/A
Durg,Chhattisgarh,SUGARCANE Y/A
Durg,Chhattisgarh,KHARIF SORGHUM Y/A
Durg,Chhattisgarh,BARLEY Y/A
Durg,Chhattisgarh,BARLEY Y/A
Durg,Chhattisgarh,SUGARCANE Y/A
Durg,Chhattisgarh,SUGARCANE Y/A
Durg,Chhattisgarh,SUGARCANE Y/A
Durg,Chhattisgarh,KHARIF SORGHUM Y/A
Durg,Chhattisgarh,SUGARCANE Y/A
Durg,Chhattisgarh,SUGARCANE Y/A
Durg,Chhattisgarh,SUGARCANE Y/A
Durg,Chhattisgarh,PEARL MILLET Y/A
Durg,Chhattisgarh,SUGARCANE Y/A
Durg,Chhattisgarh,KHARIF SORGHUM Y/A
Durg,Chhattisgarh,PEARL MILLET Y/A
Durg,Chhattisgarh,RABI SORGHUMY/A
Durg,Chhattisgarh,KHARIF SORGHUM Y/A
Durg,Chhattisgarh,CASTOR Y/A
Durg,Chhattisgarh,BARLEY Y/A
Durg,Chhattisgarh,BARLEY Y/A
Durg,Chhattisgarh,BARLEY Y/A
Durg,Chhattisgarh,BARLEY Y/A
Durg,Chhattisgarh,BARLEY Y/A
Durg,Chhattisgarh,BARLEY Y/A
Durg,Chhattisgarh,CASTOR Y/A
Durg,Chhattisgarh,BARLEY Y/A
Durg,Chhattisgarh,COTTON Y/A
Durg,Chhattisgarh,COTTON Y/A
Durg,Chhattisgarh,BARLEY Y/A
Durg,Chhattisgarh,BARLEY Y/A
Durg,Chhattisgarh,CASTOR Y/A
Durg,Chhattisgarh,PEARL MILLET Y/A
Durg,Chhattisgarh,CASTOR Y/A
Durg,Chhattisgarh,CASTOR Y/A
Durg,Chhattisgarh,BARLEY Y/A
Durg,Chhattisgarh,PEARL MILLET Y/A
Bastar,Chhattisgarh,SUGARCANE Y/A
Bastar,Chhattisgarh,SUGARCANE Y/A
Bastar,Chhattisgarh,SUGARCANE Y/A
Bastar,Chhattisgarh,SUGARCANE Y/A
Bastar,Chhattisgarh,SUGARCANE Y/A
Bastar,Chhattisgarh,CASTOR Y/A
Bastar,Chhattisgarh,CASTOR Y/A
Bastar,Chhattisgarh,SUGARCANE Y/A
Bastar,Chhattisgarh,CASTOR Y/A
Bastar,Chhattisgarh,SUGARCANE Y/A
Bastar,Chhattisgarh,SUGARCANE Y/A
Bastar,Chhattisgarh,SUGARCANE Y/A
Bastar,Chhattisgarh,SUGARCANE Y/A
Bastar,Chhattisgarh,SUGARCANE Y/A
Bastar,Chhattisgarh,SUGARCANE Y/A
Bastar,Chhattisgarh,BARLEY Y/A
Bastar,Chhattisgarh,BARLEY Y/A
Bastar,Chhattisgarh,SUGARCANE Y/A
Bastar,Chhattisgarh,SUGARCANE Y/A
Bastar,Chhattisgarh,SUGARCANE Y/A
Bastar,Chhattisgarh,SUGARCANE Y/A
Bastar,Chhattisgarh,SUGARCANE Y/A
Bastar,Chhattisgarh,SUGARCANE Y/A
Bastar,Chhattisgarh,SUGARCANE Y/A
Bastar,Chhattisgarh,SOYABEAN Y/A
Bastar,Chhattisgarh,SOYABEAN Y/A
Bastar,Chhattisgarh,SUGARCANE Y/A
Bastar,Chhattisgarh,SUGARCANE Y/A
Bastar,Chhattisgarh,GROUNDNUT Y/A
Bastar,Chhattisgarh,SUGARCANE Y/A
Bastar,Chhattisgarh,GROUNDNUT Y/A
Bastar,Chhattisgarh,SUGARCANE Y/A
Bastar,Chhattisgarh,SUGARCANE Y/A
Bastar,Chhattisgarh,SUGARCANE Y/A
Bastar,Chhattisgarh,CASTOR Y/A
Bastar,Chhattisgarh,GROUNDNUT Y/A
Bastar,Chhattisgarh,CASTOR Y/A
Bastar,Chhattisgarh,SOYABEAN Y/A
Bastar,Chhattisgarh,GROUNDNUT Y/A
Bastar,Chhattisgarh,GROUNDNUT Y/A
Bastar,Chhattisgarh,CASTOR Y/A
Bastar,Chhattisgarh,GROUNDNUT Y/A
Bastar,Chhattisgarh,SOYABEAN Y/A
Bastar,Chhattisgarh,GROUNDNUT Y/A
Bastar,Chhattisgarh,SUNFLOWER Y/A
Bastar,Chhattisgarh,GROUNDNUT Y/A
Bastar,Chhattisgarh,GROUNDNUT Y/A
Bastar,Chhattisgarh,SOYABEAN Y/A
Bastar,Chhattisgarh,GROUNDNUT Y/A
Bastar,Chhattisgarh,SOYABEAN Y/A
Bastar,Chhattisgarh,SOYABEAN Y/A
Bastar,Chhattisgarh,GROUNDNUT Y/A
Raipur,Chhattisgarh,SUGARCANE Y/A
Raipur,Chhattisgarh,BARLEY Y/A
Raipur,Chhattisgarh,BARLEY Y/A
Raipur,Chhattisgarh,BARLEY Y/A
Raipur,Chhattisgarh,BARLEY Y/A
Raipur,Chhattisgarh,BARLEY Y/A
Raipur,Chhattisgarh,BARLEY Y/A
Raipur,Chhattisgarh,SUGARCANE Y/A
Raipur,Chhattisgarh,SUGARCANE Y/A
Raipur,Chhattisgarh,BARLEY Y/A
Raipur,Chhattisgarh,SUGARCANE Y/A
Raipur,Chhattisgarh,BARLEY Y/A
Raipur,Chhattisgarh,BARLEY Y/A
Raipur,Chhattisgarh,SUGARCANE Y/A
Raipur,Chhattisgarh,SUGARCANE Y/A
Raipur,Chhattisgarh,SUGARCANE Y/A
Raipur,Chhattisgarh,SUGARCANE Y/A
Raipur,Chhattisgarh,SUGARCANE Y/A
Raipur,Chhattisgarh,SUGARCANE Y/A
Raipur,Chhattisgarh,SUGARCANE Y/A
Raipur,Chhattisgarh,SUGARCANE Y/A
Raipur,Chhattisgarh,SUGARCANE Y/A
Raipur,Chhattisgarh,SUGARCANE Y/A
Raipur,Chhattisgarh,SUGARCANE Y/A
Raipur,Chhattisgarh,SUGARCANE Y/A
Raipur,Chhattisgarh,PEARL MILLET Y/A
Raipur,Chhattisgarh,PEARL MILLET Y/A
Raipur,Chhattisgarh,SUGARCANE Y/A
Raipur,Chhattisgarh,SUGARCANE Y/A
Raipur,Chhattisgarh,SOYABEAN Y/A
Raipur,Chhattisgarh,SUGARCANE Y/A
Raipur,Chhattisgarh,SUGARCANE Y/A
Raipur,Chhattisgarh,SUGARCANE Y/A
Raipur,Chhattisgarh,SUGARCANE Y/A
Raipur,Chhattisgarh,SAFFLOWER Y/A
Raipur,Chhattisgarh,SAFFLOWER Y/A
Raipur,Chhattisgarh,CASTOR Y/A
Raipur,Chhattisgarh,CASTOR Y/A
Raipur,Chhattisgarh,CASTOR Y/A
Raipur,Chhattisgarh,CASTOR Y/A
Raipur,Chhattisgarh,CASTOR Y/A
Raipur,Chhattisgarh,PEARL MILLET Y/A
Raipur,Chhattisgarh,SORGHUM Y/A
Raipur,Chhattisgarh,CASTOR Y/A
Raipur,Chhattisgarh,KHARIF SORGHUM Y/A
Raipur,Chhattisgarh,PEARL MILLET Y/A
Raipur,Chhattisgarh,PEARL MILLET Y/A
Raipur,Chhattisgarh,SORGHUM Y/A
Raipur,Chhattisgarh,PEARL MILLET Y/A
Raipur,Chhattisgarh,SORGHUM Y/A
Raipur,Chhattisgarh,SORGHUM Y/A
Raipur,Chhattisgarh,SORGHUM Y/A
Bilaspur,Chhattisgarh,BARLEY Y/A
Bilaspur,Chhattisgarh,BARLEY Y/A
Bilaspur,Chhattisgarh,BARLEY Y/A
Bilaspur,Chhattisgarh,SAFFLOWER Y/A
Bilaspur,Chhattisgarh,SAFFLOWER Y/A
Bilaspur,Chhattisgarh,SAFFLOWER Y/A
Bilaspur,Chhattisgarh,BARLEY Y/A
Bilaspur,Chhattisgarh,SUGARCANE Y/A
Bilaspur,Chhattisgarh,BARLEY Y/A
Bilaspur,Chhattisgarh,SUGARCANE Y/A
Bilaspur,Chhattisgarh,SUGARCANE Y/A
Bilaspur,Chhattisgarh,BARLEY Y/A
Bilaspur,Chhattisgarh,SUGARCANE Y/A
Bilaspur,Chhattisgarh,SOYABEAN Y/A
Bilaspur,Chhattisgarh,SUGARCANE Y/A
Bilaspur,Chhattisgarh,SUGARCANE Y/A
Bilaspur,Chhattisgarh,SUGARCANE Y/A
Bilaspur,Chhattisgarh,SUGARCANE Y/A
Bilaspur,Chhattisgarh,SUGARCANE Y/A
Bilaspur,Chhattisgarh,SUGARCANE Y/A
Bilaspur,Chhattisgarh,SUGARCANE Y/A
Bilaspur,Chhattisgarh,CASTOR Y/A
Bilaspur,Chhattisgarh,SOYABEAN Y/A
Bilaspur,Chhattisgarh,BARLEY Y/A
Bilaspur,Chhattisgarh,SUNFLOWER Y/A
Bilaspur,Chhattisgarh,SUNFLOWER Y/A
Bilaspur,Chhattisgarh,SUNFLOWER Y/A
Bilaspur,Chhattisgarh,CASTOR Y/A
Bilaspur,Chhattisgarh,SUNFLOWER Y/A
Bilaspur,Chhattisgarh,BARLEY Y/A
Bilaspur,Chhattisgarh,BARLEY Y/A
Bilaspur,Chhattisgarh,SUGARCANE Y/A
Bilaspur,Chhattisgarh,CASTOR Y/A
Bilaspur,Chhattisgarh,SUNFLOWER Y/A
Bilaspur,Chhattisgarh,SAFFLOWER Y/A
Bilaspur,Chhattisgarh,PEARL MILLET Y/A
Bilaspur,Chhattisgarh,PEARL MILLET Y/A
Bilaspur,Chhattisgarh,PEARL MILLET Y/A
Bilaspur,Chhattisgarh,PEARL MILLET Y/A
Bilaspur,Chhattisgarh,PEARL MILLET Y/A
Bilaspur,Chhattisgarh,PEARL MILLET Y/A
Bilaspur,Chhattisgarh,PEARL MILLET Y/A
Bilaspur,Chhattisgarh,CASTOR Y/A
Bilaspur,Chhattisgarh,CASTOR Y/A
Bilaspur,Chhattisgarh,RABI SORGHUMY/A
Bilaspur,Chhattisgarh,PEARL MILLET Y/A
Bilaspur,Chhattisgarh,PEARL MILLET Y/A
Bilaspur,Chhattisgarh,PEARL MILLET Y/A
Bilaspur,Chhattisgarh,PEARL MILLET Y/A
Bilaspur,Chhattisgarh,PEARL MILLET Y/A
Bilaspur,Chhattisgarh,PEARL MILLET Y/A
Bilaspur,Chhattisgarh,PEARL MILLET Y/A
Raigarh,Chhattisgarh,KHARIF SORGHUM Y/A
Raigarh,Chhattisgarh,KHARIF SORGHUM Y/A
Raigarh,Chhattisgarh,KHARIF SORGHUM Y/A
Raigarh,Chhattisgarh,BARLEY Y/A
Raigarh,Chhattisgarh,SAFFLOWER Y/A
Raigarh,Chhattisgarh,SAFFLOWER Y/A
Raigarh,Chhattisgarh,BARLEY Y/A
Raigarh,Chhattisgarh,CASTOR Y/A
Raigarh,Chhattisgarh,COTTON Y/A
Raigarh,Chhattisgarh,BARLEY Y/A
Raigarh,Chhattisgarh,BARLEY Y/A
Raigarh,Chhattisgarh,CASTOR Y/A
Raigarh,Chhattisgarh,COTTON Y/A
Raigarh,Chhattisgarh,BARLEY Y/A
Raigarh,Chhattisgarh,BARLEY Y/A
Raigarh,Chhattisgarh,BARLEY Y/A
Raigarh,Chhattisgarh,BARLEY Y/A
Raigarh,Chhattisgarh,BARLEY Y/A
Raigarh,Chhattisgarh,BARLEY Y/A
Raigarh,Chhattisgarh,BARLEY Y/A
Raigarh,Chhattisgarh,BARLEY Y/A
Raigarh,Chhattisgarh,BARLEY Y/A
Raigarh,Chhattisgarh,SUGARCANE Y/A
Raigarh,Chhattisgarh,BARLEY Y/A
Raigarh,Chhattisgarh,SOYABEAN Y/A
Raigarh,Chhattisgarh,SOYABEAN Y/A
Raigarh,Chhattisgarh,SOYABEAN Y/A
Raigarh,Chhattisgarh,SOYABEAN Y/A
Raigarh,Chhattisgarh,SUNFLOWER Y/A
Raigarh,Chhattisgarh,PEARL MILLET Y/A
Raigarh,Chhattisgarh,PEARL MILLET Y/A
Raigarh,Chhattisgarh,KHARIF SORGHUM Y/A
Raigarh,Chhattisgarh,KHARIF SORGHUM Y/A
Raigarh,Chhattisgarh,SOYABEAN Y/A
Raigarh,Chhattisgarh,BARLEY Y/A
Raigarh,Chhattisgarh,SORGHUM Y/A
Raigarh,Chhattisgarh,BARLEY Y/A
Raigarh,Chhattisgarh,BARLEY Y/A
Raigarh,Chhattisgarh,BARLEY Y/A
Raigarh,Chhattisgarh,BARLEY Y/A
Raigarh,Chhattisgarh,BARLEY Y/A
Raigarh,Chhattisgarh,BARLEY Y/A
Raigarh,Chhattisgarh,BARLEY Y/A
Raigarh,Chhattisgarh,BARLEY Y/A
Raigarh,Chhattisgarh,KHARIF SORGHUM Y/A
Raigarh,Chhattisgarh,BARLEY Y/A
Raigarh,Chhattisgarh,BARLEY Y/A
Raigarh,Chhattisgarh,BARLEY Y/A
Raigarh,Chhattisgarh,BARLEY Y/A
Raigarh,Chhattisgarh,BARLEY Y/A
Raigarh,Chhattisgarh,SOYABEAN Y/A
Raigarh,Chhattisgarh,SAFFLOWER Y/A
Surguja,Chhattisgarh,SUGARCANE Y/A
Surguja,Chhattisgarh,SUGARCANE Y/A
Surguja,Chhattisgarh,SUGARCANE Y/A
Surguja,Chhattisgarh,SUGARCANE Y/A
Surguja,Chhattisgarh,SUGARCANE Y/A
Surguja,Chhattisgarh,SUGARCANE Y/A
Surguja,Chhattisgarh,SUGARCANE Y/A
Surguja,Chhattisgarh,SUGARCANE Y/A
Surguja,Chhattisgarh,SUGARCANE Y/A
Surguja,Chhattisgarh,SUGARCANE Y/A
Surguja,Chhattisgarh,BARLEY Y/A
Surguja,Chhattisgarh,SUGARCANE Y/A
Surguja,Chhattisgarh,SUGARCANE Y/A
Surguja,Chhattisgarh,SUGARCANE Y/A
Surguja,Chhattisgarh,SUGARCANE Y/A
Surguja,Chhattisgarh,SUGARCANE Y/A
Surguja,Chhattisgarh,SOYABEAN Y/A
Surguja,Chhattisgarh,SUGARCANE Y/A
Surguja,Chhattisgarh,SUGARCANE Y/A
Surguja,Chhattisgarh,SUGARCANE Y/A
Surguja,Chhattisgarh,SUGARCANE Y/A
Surguja,Chhattisgarh,SUGARCANE Y/A
Surguja,Chhattisgarh,SUGARCANE Y/A
Surguja,Chhattisgarh,SUGARCANE Y/A
Surguja,Chhattisgarh,COTTON Y/A
Surguja,Chhattisgarh,PEARL MILLET Y/A
Surguja,Chhattisgarh,COTTON Y/A
Surguja,Chhattisgarh,SUNFLOWER Y/A
Surguja,Chhattisgarh,SUNFLOWER Y/A
Surguja,Chhattisgarh,SOYABEAN Y/A
Surguja,Chhattisgarh,SUGARCANE Y/A
Surguja,Chhattisgarh,SUGARCANE Y/A
Surguja,Chhattisgarh,SOYABEAN Y/A
Surguja,Chhattisgarh,SOYABEAN Y/A
Surguja,Chhattisgarh,COTTON Y/A
Surguja,Chhattisgarh,SOYABEAN Y/A
Surguja,Chhattisgarh,SOYABEAN Y/A
Surguja,Chhattisgarh,SOYABEAN Y/A
Surguja,Chhattisgarh,SOYABEAN Y/A
Surguja,Chhattisgarh,SOYABEAN Y/A
Surguja,Chhattisgarh,SOYABEAN Y/A
Surguja,Chhattisgarh,SUNFLOWER Y/A
Surguja,Chhattisgarh,COTTON Y/A
Surguja,Chhattisgarh,SUNFLOWER Y/A
Surguja,Chhattisgarh,SUNFLOWER Y/A
Surguja,Chhattisgarh,SUNFLOWER Y/A
Surguja,Chhattisgarh,SOYABEAN Y/A
Surguja,Chhattisgarh,SOYABEAN Y/A
Surguja,Chhattisgarh,SUNFLOWER Y/A
Surguja,Chhattisgarh,SUNFLOWER Y/A
Surguja,Chhattisgarh,SOYABEAN Y/A
Surguja,Chhattisgarh,SOYABEAN Y/A
Jabalpur,Madhya Pradesh,GROUNDNUT Y/A
Jabalpur,Madhya Pradesh,SAFFLOWER Y/A
Jabalpur,Madhya Pradesh,SUGARCANE Y/A
Jabalpur,Madhya Pradesh,SUGARCANE Y/A
Jabalpur,Madhya Pradesh,SUGARCANE Y/A
Jabalpur,Madhya Pradesh,SUGARCANE Y/A
Jabalpur,Madhya Pradesh,SUGARCANE Y/A
Jabalpur,Madhya Pradesh,SUGARCANE Y/A
Jabalpur,Madhya Pradesh,SUGARCANE Y/A
Jabalpur,Madhya Pradesh,SUGARCANE Y/A
Jabalpur,Madhya Pradesh,SUGARCANE Y/A
Jabalpur,Madhya Pradesh,SUGARCANE Y/A
Jabalpur,Madhya Pradesh,GROUNDNUT Y/A
Jabalpur,Madhya Pradesh,GROUNDNUT Y/A
Jabalpur,Madhya Pradesh,GROUNDNUT Y/A
Jabalpur,Madhya Pradesh,PEARL MILLET Y/A
Jabalpur,Madhya Pradesh,SUGARCANE Y/A
Jabalpur,Madhya Pradesh,PEARL MILLET Y/A
Jabalpur,Madhya Pradesh,PEARL MILLET Y/A
Jabalpur,Madhya Pradesh,SUGARCANE Y/A
Jabalpur,Madhya Pradesh,SUGARCANE Y/A
Jabalpur,Madhya Pradesh,SUGARCANE Y/A
Jabalpur,Madhya Pradesh,SUGARCANE Y/A
Jabalpur,Madhya Pradesh,SUGARCANE Y/A
Jabalpur,Madhya Pradesh,SUGARCANE Y/A
Jabalpur,Madhya Pradesh,SUNFLOWER Y/A
Jabalpur,Madhya Pradesh,SUGARCANE Y/A
Jabalpur,Madhya Pradesh,SUGARCANE Y/A
Jabalpur,Madhya Pradesh,PEARL MILLET Y/A
Jabalpur,Madhya Pradesh,BARLEY Y/A
Jabalpur,Madhya Pradesh,SUGARCANE Y/A
Jabalpur,Madhya Pradesh,SUGARCANE Y/A
Jabalpur,Madhya Pradesh,GROUNDNUT Y/A
Jabalpur,Madhya Pradesh,FINGER MILLETY/A
Jabalpur,Madhya Pradesh,SUGARCANE Y/A
Jabalpur,Madhya Pradesh,SUGARCANE Y/A
Jabalpur,Madhya Pradesh,SUGARCANE Y/A
Jabalpur,Madhya Pradesh,SUGARCANE Y/A
Jabalpur,Madhya Pradesh,GROUNDNUT Y/A
Jabalpur,Madhya Pradesh,PEARL MILLET Y/A
Jabalpur,Madhya Pradesh,PEARL MILLET Y/A
Jabalpur,Madhya Pradesh,GROUNDNUT Y/A
Jabalpur,Madhya Pradesh,GROUNDNUT Y/A
Jabalpur,Madhya Pradesh,GROUNDNUT Y/A
Jabalpur,Madhya Pradesh,SUGARCANE Y/A
Jabalpur,Madhya Pradesh,GROUNDNUT Y/A
Jabalpur,Madhya Pradesh,SUGARCANE Y/A
Jabalpur,Madhya Pradesh,FINGER MILLETY/A
Jabalpur,Madhya Pradesh,SUGARCANE Y/A
Jabalpur,Madhya Pradesh,SUGARCANE Y/A
Jabalpur,Madhya Pradesh,SUNFLOWER Y/A
Jabalpur,Madhya Pradesh,GROUNDNUT Y/A
Balaghat,Madhya Pradesh,BARLEY Y/A
Balaghat,Madhya Pradesh,SUGARCANE Y/A
Balaghat,Madhya Pradesh,SUGARCANE Y/A
Balaghat,Madhya Pradesh,GROUNDNUT Y/A
Balaghat,Madhya Pradesh,SUGARCANE Y/A
Balaghat,Madhya Pradesh,GROUNDNUT Y/A
Balaghat,Madhya Pradesh,GROUNDNUT Y/A
Balaghat,Madhya Pradesh,GROUNDNUT Y/A
Balaghat,Madhya Pradesh,GROUNDNUT Y/A
Balaghat,Madhya Pradesh,BARLEY Y/A
Balaghat,Madhya Pradesh,CASTOR Y/A
Balaghat,Madhya Pradesh,CASTOR Y/A
Balaghat,Madhya Pradesh,CASTOR Y/A
Balaghat,Madhya Pradesh,CASTOR Y/A
Balaghat,Madhya Pradesh,SUGARCANE Y/A
Balaghat,Madhya Pradesh,SUGARCANE Y/A
Balaghat,Madhya Pradesh,SOYABEAN Y/A
Balaghat,Madhya Pradesh,SUGARCANE Y/A
Balaghat,Madhya Pradesh,CASTOR Y/A
Balaghat,Madhya Pradesh,GROUNDNUT Y/A
Balaghat,Madhya Pradesh,CASTOR Y/A
Balaghat,Madhya Pradesh,BARLEY Y/A
Balaghat,Madhya Pradesh,GROUNDNUT Y/A
Balaghat,Madhya Pradesh,CASTOR Y/A
Balaghat,Madhya Pradesh,CASTOR Y/A
Balaghat,Madhya Pradesh,GROUNDNUT Y/A
Balaghat,Madhya Pradesh,PEARL MILLET Y/A
Balaghat,Madhya Pradesh,CASTOR Y/A
Balaghat,Madhya Pradesh,SUNFLOWER Y/A
Balaghat,Madhya Pradesh,GROUNDNUT Y/A
Balaghat,Madhya Pradesh,GROUNDNUT Y/A
Balaghat,Madhya Pradesh,GROUNDNUT Y/A
Balaghat,Madhya Pradesh,GROUNDNUT Y/A
Balaghat,Madhya Pradesh,KHARIF SORGHUM Y/A
Balaghat,Madhya Pradesh,GROUNDNUT Y/A
Balaghat,Madhya Pradesh,KHARIF SORGHUM Y/A
Balaghat,Madhya Pradesh,KHARIF SORGHUM Y/A
Balaghat,Madhya Pradesh,SOYABEAN Y/A
Balaghat,Madhya Pradesh,RABI SORGHUMY/A
Balaghat,Madhya Pradesh,CASTOR Y/A
Balaghat,Madhya Pradesh,PEARL MILLET Y/A
Balaghat,Madhya Pradesh,KHARIF SORGHUM Y/A
Balaghat,Madhya Pradesh,KHARIF SORGHUM Y/A
Balaghat,Madhya Pradesh,KHARIF SORGHUM Y/A
Balaghat,Madhya Pradesh,KHARIF SORGHUM Y/A
Balaghat,Madhya Pradesh,KHARIF SORGHUM Y/A
Balaghat,Madhya Pradesh,SOYABEAN Y/A
Balaghat,Madhya Pradesh,CASTOR Y/A
Balaghat,Madhya Pradesh,SUGARCANE Y/A
Balaghat,Madhya Pradesh,SUGARCANE Y/A
Balaghat,Madhya Pradesh,SESAMUM Y/A
Balaghat,Madhya Pradesh,SOYABEAN Y/A
Chhindwara,Madhya Pradesh,PEARL MILLET Y/A
Chhindwara,Madhya Pradesh,PEARL MILLET Y/A
Chhindwara,Madhya Pradesh,RAPESEED AND MUSTARD Y/A
Chhindwara,Madhya Pradesh,RAPESEED AND MUSTARD Y/A
Chhindwara,Madhya Pradesh,RAPESEED AND MUSTARD Y/A
Chhindwara,Madhya Pradesh,BARLEY Y/A
Chhindwara,Madhya Pradesh,RAPESEED AND MUSTARD Y/A
Chhindwara,Madhya Pradesh,PEARL MILLET Y/A
Chhindwara,Madhya Pradesh,RAPESEED AND MUSTARD Y/A
Chhindwara,Madhya Pradesh,RAPESEED AND MUSTARD Y/A
Chhindwara,Madhya Pradesh,PEARL MILLET Y/A
Chhindwara,Madhya Pradesh,CASTOR Y/A
Chhindwara,Madhya Pradesh,RAPESEED AND MUSTARD Y/A
Chhindwara,Madhya Pradesh,RAPESEED AND MUSTARD Y/A
Chhindwara,Madhya Pradesh,RAPESEED AND MUSTARD Y/A
Chhindwara,Madhya Pradesh,PEARL MILLET Y/A
Chhindwara,Madhya Pradesh,PEARL MILLET Y/A
Chhindwara,Madhya Pradesh,PEARL MILLET Y/A
Chhindwara,Madhya Pradesh,PEARL MILLET Y/A
Chhindwara,Madhya Pradesh,PEARL MILLET Y/A
Chhindwara,Madhya Pradesh,PEARL MILLET Y/A
Chhindwara,Madhya Pradesh,PEARL MILLET Y/A
Chhindwara,Madhya Pradesh,PEARL MILLET Y/A
Chhindwara,Madhya Pradesh,PEARL MILLET Y/A
Chhindwara,Madhya Pradesh,RABI SORGHUMY/A
Chhindwara,Madhya Pradesh,PEARL MILLET Y/A
Chhindwara,Madhya Pradesh,RAPESEED AND MUSTARD Y/A
Chhindwara,Madhya Pradesh,PEARL MILLET Y/A
Chhindwara,Madhya Pradesh,SUGARCANE Y/A
Chhindwara,Madhya Pradesh,RABI SORGHUMY/A
Chhindwara,Madhya Pradesh,PEARL MILLET Y/A
Chhindwara,Madhya Pradesh,FINGER MILLETY/A
Chhindwara,Madhya Pradesh,RABI SORGHUMY/A
Chhindwara,Madhya Pradesh,RABI SORGHUMY/A
Chhindwara,Madhya Pradesh,RABI SORGHUMY/A
Chhindwara,Madhya Pradesh,RABI SORGHUMY/A
Chhindwara,Madhya Pradesh,PEARL MILLET Y/A
Chhindwara,Madhya Pradesh,RABI SORGHUMY/A
Chhindwara,Madhya Pradesh,RABI SORGHUMY/A
Chhindwara,Madhya Pradesh,CASTOR Y/A
Chhindwara,Madhya Pradesh,CASTOR Y/A
Chhindwara,Madhya Pradesh,RABI SORGHUMY/A
Chhindwara,Madhya Pradesh,RABI SORGHUMY/A
Chhindwara,Madhya Pradesh,RAPESEED AND MUSTARD Y/A
Chhindwara,Madhya Pradesh,PEARL MILLET Y/A
Chhindwara,Madhya Pradesh,PEARL MILLET Y/A
Chhindwara,Madhya Pradesh,RABI SORGHUMY/A
Chhindwara,Madhya Pradesh,PEARL MILLET Y/A
Chhindwara,Madhya Pradesh,RAPESEED AND MUSTARD Y/A
Chhindwara,Madhya Pradesh,SUGARCANE Y/A
Chhindwara,Madhya Pradesh,SUGARCANE Y/A
Chhindwara,Madhya Pradesh,LINSEED Y/A
Narsinghpur,Madhya Pradesh,MAIZE Y/A
Narsinghpur,Madhya Pradesh,MAIZE Y/A
Narsinghpur,Madhya Pradesh,GROUNDNUT Y/A
Narsinghpur,Madhya Pradesh,GROUNDNUT Y/A
Narsinghpur,Madhya Pradesh,GROUNDNUT Y/A
Narsinghpur,Madhya Pradesh,SAFFLOWER Y/A
Narsinghpur,Madhya Pradesh,GROUNDNUT Y/A
Narsinghpur,Madhya Pradesh,SUGARCANE Y/A
Narsinghpur,Madhya Pradesh,MAIZE Y/A
Narsinghpur,Madhya Pradesh,MAIZE Y/A
Narsinghpur,Madhya Pradesh,MAIZE Y/A
Narsinghpur,Madhya Pradesh,MAIZE Y/A
Narsinghpur,Madhya Pradesh,MAIZE Y/A
Narsinghpur,Madhya Pradesh,GROUNDNUT Y/A
Narsinghpur,Madhya Pradesh,GROUNDNUT Y/A
Narsinghpur,Madhya Pradesh,GROUNDNUT Y/A
Narsinghpur,Madhya Pradesh,MAIZE Y/A
Narsinghpur,Madhya Pradesh,MAIZE Y/A
Narsinghpur,Madhya Pradesh,SAFFLOWER Y/A
Narsinghpur,Madhya Pradesh,PEARL MILLET Y/A
Narsinghpur,Madhya Pradesh,GROUNDNUT Y/A
Narsinghpur,Madhya Pradesh,PEARL MILLET Y/A
Narsinghpur,Madhya Pradesh,PEARL MILLET Y/A
Narsinghpur,Madhya Pradesh,PEARL MILLET Y/A
Narsinghpur,Madhya Pradesh,RAPESEED AND MUSTARD Y/A
Narsinghpur,Madhya Pradesh,RAPESEED AND MUSTARD Y/A
Narsinghpur,Madhya Pradesh,RAPESEED AND MUSTARD Y/A
Narsinghpur,Madhya Pradesh,RAPESEED AND MUSTARD Y/A
Narsinghpur,Madhya Pradesh,SUNFLOWER Y/A
Narsinghpur,Madhya Pradesh,PEARL MILLET Y/A
Narsinghpur,Madhya Pradesh,MAIZE Y/A
Narsinghpur,Madhya Pradesh,LINSEED Y/A
Narsinghpur,Madhya Pradesh,MAIZE Y/A
Narsinghpur,Madhya Pradesh,GROUNDNUT Y/A
Narsinghpur,Madhya Pradesh,PEARL MILLET Y/A
Narsinghpur,Madhya Pradesh,GROUNDNUT Y/A
Narsinghpur,Madhya Pradesh,RAPESEED AND MUSTARD Y/A
Narsinghpur,Madhya Pradesh,GROUNDNUT Y/A
Narsinghpur,Madhya Pradesh,PEARL MILLET Y/A
Narsinghpur,Madhya Pradesh,PEARL MILLET Y/A
