State Name,Dist Name,highest_column
Chhattisgarh,Durg,BARLEY Y/A
Chhattisgarh,Durg,GROUNDNUT Y/A
Chhattisgarh,Durg,GROUNDNUT Y/A
Chhattisgarh,Durg,GROUNDNUT Y/A
Chhattisgarh,Durg,BARLEY Y/A
Chhattisgarh,Durg,GROUNDNUT Y/A
Chhattisgarh,Durg,BARLEY Y/A
Chhattisgarh,Durg,SUGARCANE Y/A
Chhattisgarh,Durg,BARLEY Y/A
Chhattisgarh,Durg,KHARIF SORGHUM Y/A
Chhattisgarh,Durg,GROUNDNUT Y/A
Chhattisgarh,Durg,SUGARCANE Y/A
Chhattisgarh,Durg,SUGARCANE Y/A
Chhattisgarh,Durg,GROUNDNUT Y/A
Chhattisgarh,Durg,GROUNDNUT Y/A
Chhattisgarh,Durg,GROUNDNUT Y/A
Chhattisgarh,Durg,SUGARCANE Y/A
Chhattisgarh,Durg,KHARIF SORGHUM Y/A
Chhattisgarh,Durg,BARLEY Y/A
Chhattisgarh,Durg,BARLEY Y/A
Chhattisgarh,Durg,SUGARCANE Y/A
Chhattisgarh,Durg,SUGARCANE Y/A
Chhattisgarh,Durg,SUGARCANE Y/A
Chhattisgarh,Durg,KHARIF SORGHUM Y/A
Chhattisgarh,Durg,SUGARCANE Y/A
Chhattisgarh,Durg,SUGARCANE Y/A
Chhattisgarh,Durg,SUGARCANE Y/A
Chhattisgarh,Durg,PEARL MILLET Y/A
Chhattisgarh,Durg,SUGARCANE Y/A
Chhattisgarh,Durg,KHARIF SORGHUM Y/A
Chhattisgarh,Durg,PEARL MILLET Y/A
Chhattisgarh,Durg,RABI SORGHUMY/A
Chhattisgarh,Durg,KHARIF SORGHUM Y/A
Chhattisgarh,Durg,CASTOR Y/A
Chhattisgarh,Durg,BARLEY Y/A
Chhattisgarh,Durg,BARLEY Y/A
Chhattisgarh,Durg,BARLEY Y/A
Chhattisgarh,Durg,BARLEY Y/A
Chhattisgarh,Durg,BARLEY Y/A
Chhattisgarh,Durg,BARLEY Y/A
Chhattisgarh,Durg,CASTOR Y/A
Chhattisgarh,Durg,BARLEY Y/A
Chhattisgarh,Durg,COTTON Y/A
Chhattisgarh,Durg,COTTON Y/A
Chhattisgarh,Durg,BARLEY Y/A
Chhattisgarh,Durg,BARLEY Y/A
Chhattisgarh,Durg,CASTOR Y/A
Chhattisgarh,Durg,PEARL MILLET Y/A
Chhattisgarh,Durg,CASTOR Y/A
Chhattisgarh,Durg,CASTOR Y/A
Chhattisgarh,Durg,BARLEY Y/A
Chhattisgarh,Durg,PEARL MILLET Y/A
Chhattisgarh,Bastar,SUGARCANE Y/A
Chhattisgarh,Bastar,SUGARCANE Y/A
Chhattisgarh,Bastar,SUGARCANE Y/A
Chhattisgarh,Bastar,SUGARCANE Y/A
Chhattisgarh,Bastar,SUGARCANE Y/A
Chhattisgarh,Bastar,CASTOR Y/A
Chhattisgarh,Bastar,CASTOR Y/A
Chhattisgarh,Bastar,SUGARCANE Y/A
Chhattisgarh,Bastar,CASTOR Y/A
Chhattisgarh,Bastar,SUGARCANE Y/A
Chhattisgarh,Bastar,SUGARCANE Y/A
Chhattisgarh,Bastar,SUGARCANE Y/A
Chhattisgarh,Bastar,SUGARCANE Y/A
Chhattisgarh,Bastar,SUGARCANE Y/A
Chhattisgarh,Bastar,SUGARCANE Y/A
Chhattisgarh,Bastar,BARLEY Y/A
Chhattisgarh,Bastar,BARLEY Y/A
Chhattisgarh,Bastar,SUGARCANE Y/A
Chhattisgarh,Bastar,SUGARCANE Y/A
Chhattisgarh,Bastar,SUGARCANE Y/A
Chhattisgarh,Bastar,SUGARCANE Y/A
Chhattisgarh,Bastar,SUGARCANE Y/A
Chhattisgarh,Bastar,SUGARCANE Y/A
Chhattisgarh,Bastar,SUGARCANE Y/A
Chhattisgarh,Bastar,SOYABEAN Y/A
Chhattisgarh,Bastar,SOYABEAN Y/A
Chhattisgarh,Bastar,SUGARCANE Y/A
Chhattisgarh,Bastar,SUGARCANE Y/A
Chhattisgarh,Bastar,GROUNDNUT Y/A
Chhattisgarh,Bastar,SUGARCANE Y/A
Chhattisgarh,Bastar,GROUNDNUT Y/A
Chhattisgarh,Bastar,SUGARCANE Y/A
Chhattisgarh,Bastar,SUGARCANE Y/A
Chhattisgarh,Bastar,SUGARCANE Y/A
Chhattisgarh,Bastar,CASTOR Y/A
Chhattisgarh,Bastar,GROUNDNUT Y/A
Chhattisgarh,Bastar,CASTOR Y/A
Chhattisgarh,Bastar,SOYABEAN Y/A
Chhattisgarh,Bastar,GROUNDNUT Y/A
Chhattisgarh,Bastar,GROUNDNUT Y/A
Chhattisgarh,Bastar,CASTOR Y/A
Chhattisgarh,Bastar,GROUNDNUT Y/A
Chhattisgarh,Bastar,SOYABEAN Y/A
Chhattisgarh,Bastar,GROUNDNUT Y/A
Chhattisgarh,Bastar,SUNFLOWER Y/A
Chhattisgarh,Bastar,GROUNDNUT Y/A
Chhattisgarh,Bastar,GROUNDNUT Y/A
Chhattisgarh,Bastar,SOYABEAN Y/A
Chhattisgarh,Bastar,GROUNDNUT Y/A
Chhattisgarh,Bastar,SOYABEAN Y/A
Chhattisgarh,Bastar,SOYABEAN Y/A
Chhattisgarh,Bastar,GROUNDNUT Y/A
Chhattisgarh,Raipur,SUGARCANE Y/A
Chhattisgarh,Raipur,BARLEY Y/A
Chhattisgarh,Raipur,BARLEY Y/A
Chhattisgarh,Raipur,BARLEY Y/A
Chhattisgarh,Raipur,BARLEY Y/A
Chhattisgarh,Raipur,BARLEY Y/A
Chhattisgarh,Raipur,BARLEY Y/A
Chhattisgarh,Raipur,SUGARCANE Y/A
Chhattisgarh,Raipur,SUGARCANE Y/A
Chhattisgarh,Raipur,BARLEY Y/A
Chhattisgarh,Raipur,SUGARCANE Y/A
Chhattisgarh,Raipur,BARLEY Y/A
Chhattisgarh,Raipur,BARLEY Y/A
Chhattisgarh,Raipur,SUGARCANE Y/A
Chhattisgarh,Raipur,SUGARCANE Y/A
Chhattisgarh,Raipur,SUGARCANE Y/A
Chhattisgarh,Raipur,SUGARCANE Y/A
Chhattisgarh,Raipur,SUGARCANE Y/A
Chhattisgarh,Raipur,SUGARCANE Y/A
Chhattisgarh,Raipur,SUGARCANE Y/A
Chhattisgarh,Raipur,SUGARCANE Y/A
Chhattisgarh,Raipur,SUGARCANE Y/A
Chhattisgarh,Raipur,SUGARCANE Y/A
Chhattisgarh,Raipur,SUGARCANE Y/A
Chhattisgarh,Raipur,SUGARCANE Y/A
Chhattisgarh,Raipur,PEARL MILLET Y/A
Chhattisgarh,Raipur,PEARL MILLET Y/A
Chhattisgarh,Raipur,SUGARCANE Y/A
Chhattisgarh,Raipur,SUGARCANE Y/A
Chhattisgarh,Raipur,SOYABEAN Y/A
Chhattisgarh,Raipur,SUGARCANE Y/A
Chhattisgarh,Raipur,SUGARCANE Y/A
Chhattisgarh,Raipur,SUGARCANE Y/A
Chhattisgarh,Raipur,SUGARCANE Y/A
Chhattisgarh,Raipur,SAFFLOWER Y/A
Chhattisgarh,Raipur,SAFFLOWER Y/A
Chhattisgarh,Raipur,CASTOR Y/A
Chhattisgarh,Raipur,CASTOR Y/A
Chhattisgarh,Raipur,CASTOR Y/A
Chhattisgarh,Raipur,CASTOR Y/A
Chhattisgarh,Raipur,CASTOR Y/A
Chhattisgarh,Raipur,PEARL MILLET Y/A
Chhattisgarh,Raipur,SORGHUM Y/A
Chhattisgarh,Raipur,CASTOR Y/A
Chhattisgarh,Raipur,KHARIF SORGHUM Y/A
Chhattisgarh,Raipur,PEARL MILLET Y/A
Chhattisgarh,Raipur,PEARL MILLET Y/A
Chhattisgarh,Raipur,SORGHUM Y/A
Chhattisgarh,Raipur,PEARL MILLET Y/A
Chhattisgarh,Raipur,SORGHUM Y/A
Chhattisgarh,Raipur,SORGHUM Y/A
Chhattisgarh,Raipur,SORGHUM Y/A
Chhattisgarh,Bilaspur,BARLEY Y/A
Chhattisgarh,Bilaspur,BARLEY Y/A
Chhattisgarh,Bilaspur,BARLEY Y/A
Chhattisgarh,Bilaspur,SAFFLOWER Y/A
Chhattisgarh,Bilaspur,SAFFLOWER Y/A
Chhattisgarh,Bilaspur,SAFFLOWER Y/A
Chhattisgarh,Bilaspur,BARLEY Y/A
Chhattisgarh,Bilaspur,SUGARCANE Y/A
Chhattisgarh,Bilaspur,BARLEY Y/A
Chhattisgarh,Bilaspur,SUGARCANE Y/A
Chhattisgarh,Bilaspur,SUGARCANE Y/A
Chhattisgarh,Bilaspur,BARLEY Y/A
Chhattisgarh,Bilaspur,SUGARCANE Y/A
Chhattisgarh,Bilaspur,SOYABEAN Y/A
Chhattisgarh,Bilaspur,SUGARCANE Y/A
Chhattisgarh,Bilaspur,SUGARCANE Y/A
Chhattisgarh,Bilaspur,SUGARCANE Y/A
Chhattisgarh,Bilaspur,SUGARCANE Y/A
Chhattisgarh,Bilaspur,SUGARCANE Y/A
Chhattisgarh,Bilaspur,SUGARCANE Y/A
Chhattisgarh,Bilaspur,SUGARCANE Y/A
Chhattisgarh,Bilaspur,CASTOR Y/A
Chhattisgarh,Bilaspur,SOYABEAN Y/A
Chhattisgarh,Bilaspur,BARLEY Y/A
Chhattisgarh,Bilaspur,SUNFLOWER Y/A
Chhattisgarh,Bilaspur,SUNFLOWER Y/A
Chhattisgarh,Bilaspur,SUNFLOWER Y/A
Chhattisgarh,Bilaspur,CASTOR Y/A
Chhattisgarh,Bilaspur,SUNFLOWER Y/A
Chhattisgarh,Bilaspur,BARLEY Y/A
Chhattisgarh,Bilaspur,BARLEY Y/A
Chhattisgarh,Bilaspur,SUGARCANE Y/A
Chhattisgarh,Bilaspur,CASTOR Y/A
Chhattisgarh,Bilaspur,SUNFLOWER Y/A
Chhattisgarh,Bilaspur,SAFFLOWER Y/A
Chhattisgarh,Bilaspur,PEARL MILLET Y/A
Chhattisgarh,Bilaspur,PEARL MILLET Y/A
Chhattisgarh,Bilaspur,PEARL MILLET Y/A
Chhattisgarh,Bilaspur,PEARL MILLET Y/A
Chhattisgarh,Bilaspur,PEARL MILLET Y/A
Chhattisgarh,Bilaspur,PEARL MILLET Y/A
Chhattisgarh,Bilaspur,PEARL MILLET Y/A
Chhattisgarh,Bilaspur,CASTOR Y/A
Chhattisgarh,Bilaspur,CASTOR Y/A
Chhattisgarh,Bilaspur,RABI SORGHUMY/A
Chhattisgarh,Bilaspur,PEARL MILLET Y/A
Chhattisgarh,Bilaspur,PEARL MILLET Y/A
Chhattisgarh,Bilaspur,PEARL MILLET Y/A
Chhattisgarh,Bilaspur,PEARL MILLET Y/A
Chhattisgarh,Bilaspur,PEARL MILLET Y/A
Chhattisgarh,Bilaspur,PEARL MILLET Y/A
Chhattisgarh,Bilaspur,PEARL MILLET Y/A
Chhattisgarh,Raigarh,KHARIF SORGHUM Y/A
Chhattisgarh,Raigarh,KHARIF SORGHUM Y/A
Chhattisgarh,Raigarh,KHARIF SORGHUM Y/A
Chhattisgarh,Raigarh,BARLEY Y/A
Chhattisgarh,Raigarh,SAFFLOWER Y/A
Chhattisgarh,Raigarh,SAFFLOWER Y/A
Chhattisgarh,Raigarh,BARLEY Y/A
Chhattisgarh,Raigarh,CASTOR Y/A
Chhattisgarh,Raigarh,COTTON Y/A
Chhattisgarh,Raigarh,BARLEY Y/A
Chhattisgarh,Raigarh,BARLEY Y/A
Chhattisgarh,Raigarh,CASTOR Y/A
Chhattisgarh,Raigarh,COTTON Y/A
Chhattisgarh,Raigarh,BARLEY Y/A
Chhattisgarh,Raigarh,BARLEY Y/A
Chhattisgarh,Raigarh,BARLEY Y/A
Chhattisgarh,Raigarh,BARLEY Y/A
Chhattisgarh,Raigarh,BARLEY Y/A
Chhattisgarh,Raigarh,BARLEY Y/A
Chhattisgarh,Raigarh,BARLEY Y/A
Chhattisgarh,Raigarh,BARLEY Y/A
Chhattisgarh,Raigarh,BARLEY Y/A
Chhattisgarh,Raigarh,SUGARCANE Y/A
Chhattisgarh,Raigarh,BARLEY Y/A
Chhattisgarh,Raigarh,SOYABEAN Y/A
Chhattisgarh,Raigarh,SOYABEAN Y/A
Chhattisgarh,Raigarh,SOYABEAN Y/A
Chhattisgarh,Raigarh,SOYABEAN Y/A
Chhattisgarh,Raigarh,SUNFLOWER Y/A
Chhattisgarh,Raigarh,PEARL MILLET Y/A
Chhattisgarh,Raigarh,PEARL MILLET Y/A
Chhattisgarh,Raigarh,KHARIF SORGHUM Y/A
Chhattisgarh,Raigarh,KHARIF SORGHUM Y/A
Chhattisgarh,Raigarh,SOYABEAN Y/A
Chhattisgarh,Raigarh,BARLEY Y/A
Chhattisgarh,Raigarh,SORGHUM Y/A
Chhattisgarh,Raigarh,BARLEY Y/A
Chhattisgarh,Raigarh,BARLEY Y/A
Chhattisgarh,Raigarh,BARLEY Y/A
Chhattisgarh,Raigarh,BARLEY Y/A
Chhattisgarh,Raigarh,BARLEY Y/A
Chhattisgarh,Raigarh,BARLEY Y/A
Chhattisgarh,Raigarh,BARLEY Y/A
Chhattisgarh,Raigarh,BARLEY Y/A
Chhattisgarh,Raigarh,KHARIF SORGHUM Y/A
Chhattisgarh,Raigarh,BARLEY Y/A
Chhattisgarh,Raigarh,BARLEY Y/A
Chhattisgarh,Raigarh,BARLEY Y/A
Chhattisgarh,Raigarh,BARLEY Y/A
Chhattisgarh,Raigarh,BARLEY Y/A
Chhattisgarh,Raigarh,SOYABEAN Y/A
Chhattisgarh,Raigarh,SAFFLOWER Y/A
Chhattisgarh,Surguja,SUGARCANE Y/A
Chhattisgarh,Surguja,SUGARCANE Y/A
Chhattisgarh,Surguja,SUGARCANE Y/A
Chhattisgarh,Surguja,SUGARCANE Y/A
Chhattisgarh,Surguja,SUGARCANE Y/A
Chhattisgarh,Surguja,SUGARCANE Y/A
Chhattisgarh,Surguja,SUGARCANE Y/A
Chhattisgarh,Surguja,SUGARCANE Y/A
Chhattisgarh,Surguja,SUGARCANE Y/A
Chhattisgarh,Surguja,SUGARCANE Y/A
Chhattisgarh,Surguja,BARLEY Y/A
Chhattisgarh,Surguja,SUGARCANE Y/A
Chhattisgarh,Surguja,SUGARCANE Y/A
Chhattisgarh,Surguja,SUGARCANE Y/A
Chhattisgarh,Surguja,SUGARCANE Y/A
Chhattisgarh,Surguja,SUGARCANE Y/A
Chhattisgarh,Surguja,SOYABEAN Y/A
Chhattisgarh,Surguja,SUGARCANE Y/A
Chhattisgarh,Surguja,SUGARCANE Y/A
Chhattisgarh,Surguja,SUGARCANE Y/A
Chhattisgarh,Surguja,SUGARCANE Y/A
Chhattisgarh,Surguja,SUGARCANE Y/A
Chhattisgarh,Surguja,SUGARCANE Y/A
Chhattisgarh,Surguja,SUGARCANE Y/A
Chhattisgarh,Surguja,COTTON Y/A
Chhattisgarh,Surguja,PEARL MILLET Y/A
Chhattisgarh,Surguja,COTTON Y/A
Chhattisgarh,Surguja,SUNFLOWER Y/A
Chhattisgarh,Surguja,SUNFLOWER Y/A
Chhattisgarh,Surguja,SOYABEAN Y/A
Chhattisgarh,Surguja,SUGARCANE Y/A
Chhattisgarh,Surguja,SUGARCANE Y/A
Chhattisgarh,Surguja,SOYABEAN Y/A
Chhattisgarh,Surguja,SOYABEAN Y/A
Chhattisgarh,Surguja,COTTON Y/A
Chhattisgarh,Surguja,SOYABEAN Y/A
Chhattisgarh,Surguja,SOYABEAN Y/A
Chhattisgarh,Surguja,SOYABEAN Y/A
Chhattisgarh,Surguja,SOYABEAN Y/A
Chhattisgarh,Surguja,SOYABEAN Y/A
Chhattisgarh,Surguja,SOYABEAN Y/A
Chhattisgarh,Surguja,SUNFLOWER Y/A
Chhattisgarh,Surguja,COTTON Y/A
Chhattisgarh,Surguja,SUNFLOWER Y/A
Chhattisgarh,Surguja,SUNFLOWER Y/A
Chhattisgarh,Surguja,SUNFLOWER Y/A
Chhattisgarh,Surguja,SOYABEAN Y/A
Chhattisgarh,Surguja,SOYABEAN Y/A
Chhattisgarh,Surguja,SUNFLOWER Y/A
Chhattisgarh,Surguja,SUNFLOWER Y/A
Chhattisgarh,Surguja,SOYABEAN Y/A
Chhattisgarh,Surguja,SOYABEAN Y/A
Madhya Pradesh,Jabalpur,GROUNDNUT Y/A
Madhya Pradesh,Jabalpur,SAFFLOWER Y/A
Madhya Pradesh,Jabalpur,SUGARCANE Y/A
Madhya Pradesh,Jabalpur,SUGARCANE Y/A
Madhya Pradesh,Jabalpur,SUGARCANE Y/A
Madhya Pradesh,Jabalpur,SUGARCANE Y/A
Madhya Pradesh,Jabalpur,SUGARCANE Y/A
Madhya Pradesh,Jabalpur,SUGARCANE Y/A
Madhya Pradesh,Jabalpur,SUGARCANE Y/A
Madhya Pradesh,Jabalpur,SUGARCANE Y/A
Madhya Pradesh,Jabalpur,SUGARCANE Y/A
Madhya Pradesh,Jabalpur,SUGARCANE Y/A
Madhya Pradesh,Jabalpur,GROUNDNUT Y/A
Madhya Pradesh,Jabalpur,GROUNDNUT Y/A
Madhya Pradesh,Jabalpur,GROUNDNUT Y/A
Madhya Pradesh,Jabalpur,PEARL MILLET Y/A
Madhya Pradesh,Jabalpur,SUGARCANE Y/A
Madhya Pradesh,Jabalpur,PEARL MILLET Y/A
Madhya Pradesh,Jabalpur,PEARL MILLET Y/A
Madhya Pradesh,Jabalpur,SUGARCANE Y/A
Madhya Pradesh,Jabalpur,SUGARCANE Y/A
Madhya Pradesh,Jabalpur,SUGARCANE Y/A
Madhya Pradesh,Jabalpur,SUGARCANE Y/A
Madhya Pradesh,Jabalpur,SUGARCANE Y/A
Madhya Pradesh,Jabalpur,SUGARCANE Y/A
Madhya Pradesh,Jabalpur,SUNFLOWER Y/A
Madhya Pradesh,Jabalpur,SUGARCANE Y/A
Madhya Pradesh,Jabalpur,SUGARCANE Y/A
Madhya Pradesh,Jabalpur,PEARL MILLET Y/A
Madhya Pradesh,Jabalpur,BARLEY Y/A
Madhya Pradesh,Jabalpur,SUGARCANE Y/A
Madhya Pradesh,Jabalpur,SUGARCANE Y/A
Madhya Pradesh,Jabalpur,GROUNDNUT Y/A
Madhya Pradesh,Jabalpur,FINGER MILLETY/A
Madhya Pradesh,Jabalpur,SUGARCANE Y/A
Madhya Pradesh,Jabalpur,SUGARCANE Y/A
Madhya Pradesh,Jabalpur,SUGARCANE Y/A
Madhya Pradesh,Jabalpur,SUGARCANE Y/A
Madhya Pradesh,Jabalpur,GROUNDNUT Y/A
Madhya Pradesh,Jabalpur,PEARL MILLET Y/A
Madhya Pradesh,Jabalpur,PEARL MILLET Y/A
Madhya Pradesh,Jabalpur,GROUNDNUT Y/A
Madhya Pradesh,Jabalpur,GROUNDNUT Y/A
Madhya Pradesh,Jabalpur,GROUNDNUT Y/A
Madhya Pradesh,Jabalpur,SUGARCANE Y/A
Madhya Pradesh,Jabalpur,GROUNDNUT Y/A
Madhya Pradesh,Jabalpur,SUGARCANE Y/A
Madhya Pradesh,Jabalpur,FINGER MILLETY/A
Madhya Pradesh,Jabalpur,SUGARCANE Y/A
Madhya Pradesh,Jabalpur,SUGARCANE Y/A
Madhya Pradesh,Jabalpur,SUNFLOWER Y/A
Madhya Pradesh,Jabalpur,GROUNDNUT Y/A
Madhya Pradesh,Balaghat,BARLEY Y/A
Madhya Pradesh,Balaghat,SUGARCANE Y/A
Madhya Pradesh,Balaghat,SUGARCANE Y/A
Madhya Pradesh,Balaghat,GROUNDNUT Y/A
Madhya Pradesh,Balaghat,SUGARCANE Y/A
Madhya Pradesh,Balaghat,GROUNDNUT Y/A
Madhya Pradesh,Balaghat,GROUNDNUT Y/A
Madhya Pradesh,Balaghat,GROUNDNUT Y/A
Madhya Pradesh,Balaghat,GROUNDNUT Y/A
Madhya Pradesh,Balaghat,BARLEY Y/A
Madhya Pradesh,Balaghat,CASTOR Y/A
Madhya Pradesh,Balaghat,CASTOR Y/A
Madhya Pradesh,Balaghat,CASTOR Y/A
Madhya Pradesh,Balaghat,CASTOR Y/A
Madhya Pradesh,Balaghat,SUGARCANE Y/A
Madhya Pradesh,Balaghat,SUGARCANE Y/A
Madhya Pradesh,Balaghat,SOYABEAN Y/A
Madhya Pradesh,Balaghat,SUGARCANE Y/A
Madhya Pradesh,Balaghat,CASTOR Y/A
Madhya Pradesh,Balaghat,GROUNDNUT Y/A
Madhya Pradesh,Balaghat,CASTOR Y/A
Madhya Pradesh,Balaghat,BARLEY Y/A
Madhya Pradesh,Balaghat,GROUNDNUT Y/A
Madhya Pradesh,Balaghat,CASTOR Y/A
Madhya Pradesh,Balaghat,CASTOR Y/A
Madhya Pradesh,Balaghat,GROUNDNUT Y/A
Madhya Pradesh,Balaghat,PEARL MILLET Y/A
Madhya Pradesh,Balaghat,CASTOR Y/A
Madhya Pradesh,Balaghat,SUNFLOWER Y/A
Madhya Pradesh,Balaghat,GROUNDNUT Y/A
Madhya Pradesh,Balaghat,GROUNDNUT Y/A
Madhya Pradesh,Balaghat,GROUNDNUT Y/A
Madhya Pradesh,Balaghat,GROUNDNUT Y/A
Madhya Pradesh,Balaghat,KHARIF SORGHUM Y/A
Madhya Pradesh,Balaghat,GROUNDNUT Y/A
Madhya Pradesh,Balaghat,KHARIF SORGHUM Y/A
Madhya Pradesh,Balaghat,KHARIF SORGHUM Y/A
Madhya Pradesh,Balaghat,SOYABEAN Y/A
Madhya Pradesh,Balaghat,RABI SORGHUMY/A
Madhya Pradesh,Balaghat,CASTOR Y/A
Madhya Pradesh,Balaghat,PEARL MILLET Y/A
Madhya Pradesh,Balaghat,KHARIF SORGHUM Y/A
Madhya Pradesh,Balaghat,KHARIF SORGHUM Y/A
Madhya Pradesh,Balaghat,KHARIF SORGHUM Y/A
Madhya Pradesh,Balaghat,KHARIF SORGHUM Y/A
Madhya Pradesh,Balaghat,KHARIF SORGHUM Y/A
Madhya Pradesh,Balaghat,SOYABEAN Y/A
Madhya Pradesh,Balaghat,CASTOR Y/A
Madhya Pradesh,Balaghat,SUGARCANE Y/A
Madhya Pradesh,Balaghat,SUGARCANE Y/A
Madhya Pradesh,Balaghat,SESAMUM Y/A
Madhya Pradesh,Balaghat,SOYABEAN Y/A
Madhya Pradesh,Chhindwara,PEARL MILLET Y/A
Madhya Pradesh,Chhindwara,PEARL MILLET Y/A
Madhya Pradesh,Chhindwara,RAPESEED AND MUSTARD Y/A
Madhya Pradesh,Chhindwara,RAPESEED AND MUSTARD Y/A
Madhya Pradesh,Chhindwara,RAPESEED AND MUSTARD Y/A
Madhya Pradesh,Chhindwara,BARLEY Y/A
Madhya Pradesh,Chhindwara,RAPESEED AND MUSTARD Y/A
Madhya Pradesh,Chhindwara,PEARL MILLET Y/A
Madhya Pradesh,Chhindwara,RAPESEED AND MUSTARD Y/A
Madhya Pradesh,Chhindwara,RAPESEED AND MUSTARD Y/A
Madhya Pradesh,Chhindwara,PEARL MILLET Y/A
Madhya Pradesh,Chhindwara,CASTOR Y/A
Madhya Pradesh,Chhindwara,RAPESEED AND MUSTARD Y/A
Madhya Pradesh,Chhindwara,RAPESEED AND MUSTARD Y/A
Madhya Pradesh,Chhindwara,RAPESEED AND MUSTARD Y/A
Madhya Pradesh,Chhindwara,PEARL MILLET Y/A
Madhya Pradesh,Chhindwara,PEARL MILLET Y/A
Madhya Pradesh,Chhindwara,PEARL MILLET Y/A
Madhya Pradesh,Chhindwara,PEARL MILLET Y/A
Madhya Pradesh,Chhindwara,PEARL MILLET Y/A
Madhya Pradesh,Chhindwara,PEARL MILLET Y/A
Madhya Pradesh,Chhindwara,PEARL MILLET Y/A
Madhya Pradesh,Chhindwara,PEARL MILLET Y/A
Madhya Pradesh,Chhindwara,PEARL MILLET Y/A
Madhya Pradesh,Chhindwara,RABI SORGHUMY/A
Madhya Pradesh,Chhindwara,PEARL MILLET Y/A
Madhya Pradesh,Chhindwara,RAPESEED AND MUSTARD Y/A
Madhya Pradesh,Chhindwara,PEARL MILLET Y/A
Madhya Pradesh,Chhindwara,SUGARCANE Y/A
Madhya Pradesh,Chhindwara,RABI SORGHUMY/A
Madhya Pradesh,Chhindwara,PEARL MILLET Y/A
Madhya Pradesh,Chhindwara,FINGER MILLETY/A
Madhya Pradesh,Chhindwara,RABI SORGHUMY/A
Madhya Pradesh,Chhindwara,RABI SORGHUMY/A
Madhya Pradesh,Chhindwara,RABI SORGHUMY/A
Madhya Pradesh,Chhindwara,RABI SORGHUMY/A
Madhya Pradesh,Chhindwara,PEARL MILLET Y/A
Madhya Pradesh,Chhindwara,RABI SORGHUMY/A
Madhya Pradesh,Chhindwara,RABI SORGHUMY/A
Madhya Pradesh,Chhindwara,CASTOR Y/A
Madhya Pradesh,Chhindwara,CASTOR Y/A
Madhya Pradesh,Chhindwara,RABI SORGHUMY/A
Madhya Pradesh,Chhindwara,RABI SORGHUMY/A
Madhya Pradesh,Chhindwara,RAPESEED AND MUSTARD Y/A
Madhya Pradesh,Chhindwara,PEARL MILLET Y/A
Madhya Pradesh,Chhindwara,PEARL MILLET Y/A
Madhya Pradesh,Chhindwara,RABI SORGHUMY/A
Madhya Pradesh,Chhindwara,PEARL MILLET Y/A
Madhya Pradesh,Chhindwara,RAPESEED AND MUSTARD Y/A
Madhya Pradesh,Chhindwara,SUGARCANE Y/A
Madhya Pradesh,Chhindwara,SUGARCANE Y/A
Madhya Pradesh,Chhindwara,LINSEED Y/A
Madhya Pradesh,Narsinghpur,MAIZE Y/A
Madhya Pradesh,Narsinghpur,MAIZE Y/A
Madhya Pradesh,Narsinghpur,GROUNDNUT Y/A
Madhya Pradesh,Narsinghpur,GROUNDNUT Y/A
Madhya Pradesh,Narsinghpur,GROUNDNUT Y/A
Madhya Pradesh,Narsinghpur,SAFFLOWER Y/A
Madhya Pradesh,Narsinghpur,GROUNDNUT Y/A
Madhya Pradesh,Narsinghpur,SUGARCANE Y/A
Madhya Pradesh,Narsinghpur,MAIZE Y/A
Madhya Pradesh,Narsinghpur,MAIZE Y/A
Madhya Pradesh,Narsinghpur,MAIZE Y/A
Madhya Pradesh,Narsinghpur,MAIZE Y/A
Madhya Pradesh,Narsinghpur,MAIZE Y/A
Madhya Pradesh,Narsinghpur,GROUNDNUT Y/A
Madhya Pradesh,Narsinghpur,GROUNDNUT Y/A
Madhya Pradesh,Narsinghpur,GROUNDNUT Y/A
Madhya Pradesh,Narsinghpur,MAIZE Y/A
Madhya Pradesh,Narsinghpur,MAIZE Y/A
Madhya Pradesh,Narsinghpur,SAFFLOWER Y/A
Madhya Pradesh,Narsinghpur,PEARL MILLET Y/A
Madhya Pradesh,Narsinghpur,GROUNDNUT Y/A
Madhya Pradesh,Narsinghpur,PEARL MILLET Y/A
Madhya Pradesh,Narsinghpur,PEARL MILLET Y/A
Madhya Pradesh,Narsinghpur,PEARL MILLET Y/A
Madhya Pradesh,Narsinghpur,RAPESEED AND MUSTARD Y/A
Madhya Pradesh,Narsinghpur,RAPESEED AND MUSTARD Y/A
Madhya Pradesh,Narsinghpur,RAPESEED AND MUSTARD Y/A
Madhya Pradesh,Narsinghpur,RAPESEED AND MUSTARD Y/A
Madhya Pradesh,Narsinghpur,SUNFLOWER Y/A
Madhya Pradesh,Narsinghpur,PEARL MILLET Y/A
Madhya Pradesh,Narsinghpur,MAIZE Y/A
Madhya Pradesh,Narsinghpur,LINSEED Y/A
Madhya Pradesh,Narsinghpur,MAIZE Y/A
Madhya Pradesh,Narsinghpur,GROUNDNUT Y/A
Madhya Pradesh,Narsinghpur,PEARL MILLET Y/A
Madhya Pradesh,Narsinghpur,GROUNDNUT Y/A
Madhya Pradesh,Narsinghpur,RAPESEED AND MUSTARD Y/A
Madhya Pradesh,Narsinghpur,GROUNDNUT Y/A
Madhya Pradesh,Narsinghpur,PEARL MILLET Y/A
Madhya Pradesh,Narsinghpur,PEARL MILLET Y/A
